pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
^[a-f0-9]{32}$;../runGen4Rest/hyper-03-08/bech2-between_9322_1.txt;1.21;0.0;0.0;0.29;0.12;0.4;0.0;0.36;0.24;0.02;0.02;0.18;0.25;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
\d{1,3}.?\d{0,3}\s[a-zA-Z]{2,30}\s[a-zA-Z]{2,15};../runGen4Rest/hyper-03-08/internetSources-between_30_1.txt;0.0;0.03;0.03;0.86;7.7;1.0;0.02;0.28;0.91;0.1;1.2;1.45;3.03;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
^[0-9]{10}GBR[0-9]{7}[U,M,F]{1}[0-9]{9}$;../runGen4Rest/hyper-03-08/internetSources-between_84_1.txt;0.02;0.0;0.0;0.31;0.12;0.4;0.0;0.25;0.11;0.02;0.02;0.16;0.24;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
^(429496729[0-6]|42949672[0-8]\d|4294967[01]\d{2}|429496[0-6]\d{3}|42949[0-5]\d{4}|4294[0-8]\d{5}|429[0-3]\d{6}|42[0-8]\d{7}|4[01]\d{8}|[1-3]\d{9}|[1-9]\d{8}|[1-9]\d{7}|[1-9]\d{6}|[1-9]\d{5}|[1-9]\d{4}|[1-9]\d{3}|[1-9]\d{2}|[1-9]\d|\d)$;../runGen8/texts/missing-hyper2/missing-20-08_08_1.txt;0.01;0.01;0.0;0.74;0.14;TO;0.0;0.3;0.08;0.01;0.01;0.16;0.26;0.7;0;0;0;0;0;TO;0;0;0;0;0;0;0;0;11.0
^(\d|\d{1,9}|1\d{1,9}|20\d{8}|213\d{7}|2146\d{6}|21473\d{5}|214747\d{4}|2147482\d{3}|21474835\d{2}|214748364[0-7])$;../runGen8/texts/missing-hyper2/missing-20-08_16_1.txt;0.02;0.02;0.0;0.7;0.15;0.73;0.0;0.3;0.1;0.02;0.01;0.16;0.24;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.0
""((\d{4}|\d{2})-(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)-(\d{4}|\d{2}))|((\d{4}|\d{2})-\d{2}-(\d{4}|\d{2}))|((\d{4}|\d{2})\/(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\/(\d{4}|\d{2}))|((\d{4}|\d{2})\/(\d{3}|\d{2})\/(\d{4}|\d{2}))|([0-3][0-9]((st)|(nd)|(rd)|(th))((\s)?)(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec))"""", """"Bill dated 27-May-18 for your airtel fixedline/broadband ID ##### has been sent at abc@abc.com from ebill@abc.com. Due amount: Rs 2,358.82, due date: 15-Jun-18"";../runGen8/texts/missing-hyper2/missing-20-08_23_1.txt;0.0;0.08;0.06;1.21;TO;TO;0.0;0.26;3.79;0.26;7.67;4.32;4.27;1.58;0;0;0;0;TO;TO;ERR;0;0;0;0;0;0;0;11.0
"", ""([^%]{500}[^\n]+)[^%]*;../runGen8/texts/missing-hyper2/missing-20-08_26_1.txt;3.43;1.07;0.01;0.4;0.21;0.45;0.09;0.24;0.26;0.02;0.02;0.06;0.38;0.95;1;1;1;1;1;1;1;0;1;1;1;1;1;1;11.000332
"", ""."", ""<f:validateRegex pattern=""([a-zA-Z_0-9])\.{4,32}"" />;../runGen8/texts/missing-hyper2/missing-20-08_29_1.txt;0.01;0.01;0.03;0.61;0.86;0.66;0.04;0.29;0.09;0.02;0.02;0.13;0.43;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.0
"", ""[ ]"", ""[+]46"", ""\+46"", ""[+]\d{46}"", ""[+46];../runGen8/texts/missing-hyper2/missing-20-08_30_1.txt;0.02;0.01;0.01;0.46;0.14;0.61;0.0;0.32;0.07;0.03;0.02;0.05;0.31;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.000054
"", ""[- \w().[\]!#,&*+:'/]{1,80};../runGen8/texts/missing-hyper2/missing-20-08_31_1.txt;0.02;0.02;0.01;0.92;0.16;0.9;0.0;0.29;0.15;0.02;0.02;0.05;0.08;1.22;0;1;1;1;1;1;ERR;0;ERR;1;1;1;;1;17.000005
"", ""[-+&/,A-z0-9\s]{1,127};../runGen8/texts/missing-hyper2/missing-20-08_32_1.txt;0.04;0.02;0.01;0.4;0.18;0.48;0.0;0.28;0.08;0.02;0.02;0.04;0.36;0.73;0;1;1;1;1;1;1;0;1;1;1;1;1;1;21.000008
"", ""\\X{20,}"", ""\\X{20,}"", """", ""\;../runGen8/texts/missing-hyper2/missing-20-08_33_1.txt;ERR;ERR;ERR;ERR;ERR;ERR;0.0;0.28;0.08;0.01;ERR;0.02;0.07;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0;ERR;0;;ERR;21.000116
"", ""\d{4}\d{2}\d{2}"", ""\d{4}\d{2}\d{2}"", ""d{2}"", ""\d{4}"", ""(\d{4})(\d{2})(\d{2});../runGen8/texts/missing-hyper2/missing-20-08_34_1.txt;0.02;0.1;0.01;0.4;0.14;0.68;0.0;0.3;0.06;0.01;0.02;0.04;0.26;0.72;0;1;1;1;1;1;1;0;1;1;1;1;1;1;11.0
"", ""pattern=""[0-9]{7}"""", ""input( type=""tel"", pattern=""\d{7}"" )"", ""<input type=""tel"" pattern=""d{7}"">;../runGen8/texts/missing-hyper2/missing-20-08_35_1.txt;0.04;0.05;0.01;0.46;0.13;0.59;0.0;0.28;0.07;0.01;0.01;0.04;0.25;0.72;0;1;1;1;1;1;1;0;1;1;1;1;1;1;11.000011
"", ""std::regex regexp(""([0-9]{16}):([0-9]{5,20}):([a-zA-Z0-9\+/=]{28})"")"", ""std::regex regexp(""([0-9]{16}):([0-9]{5,20}):([a-zA-Z0-9\+/=]{28})"",std::regex_constants::extended);../runGen8/texts/missing-hyper2/missing-20-08_36_1.txt;0.82;0.02;0.02;0.52;0.65;0.77;0.01;0.31;0.15;0.02;0.08;0.1;0.79;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.000088
"", ""{1,24};../runGen8/texts/missing-hyper2/missing-20-08_37_1.txt;0.01;0.01;0.01;0.38;0.15;0.43;0.0;0.26;0.08;0.03;0.02;0.04;0.31;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1;21.000006
""DROP\s+tcp\s+\S+\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s+0\.0\.0\.0/0\s+tcp\s+dpt:(\d+)"""", ""DROP\s+tcp\s+\S+\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s+0\.0\.0\.0/0\s+tcp\s+dpt:(\d+);../runGen8/texts/missing-hyper2/missing-20-08_40_1.txt;0.02;0.02;0.01;0.5;0.22;1.42;0.01;0.3;0.09;0.01;0.02;0.05;0.42;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.00708
""I - (Fab|Opt) - [0-9]+ - ([0-9]{4}/[0-9]{2}/[0-9]{2}) ([0-9]{2}:[0-9]{2}:[0-9]{2}:[0-9]{3}) - .+ Bus / (.+) : 500|.+|003([0-9]{7}).+"""", ;../runGen8/texts/missing-hyper2/missing-20-08_41_1.txt;0.02;0.44;0.02;0.44;0.71;3.17;0.06;0.28;0.26;0.03;0.02;0.06;0.38;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1;21.0
""USSS"",(\d+\.\d{12}),(\d+\.\d{12});../runGen8/texts/missing-hyper2/missing-20-08_43_1.txt;0.02;0.04;0.0;0.4;0.13;0.47;0.0;0.29;0.08;0.02;0.02;0.03;0.24;0.7;0;1;1;1;1;1;1;0;1;1;1;1;1;1;11.001015
""[0-9]{0,14}"""", ""{0,14};../runGen8/texts/missing-hyper2/missing-20-08_45_1.txt;0.04;0.01;0.03;0.54;1.6;0.86;0.03;0.29;0.41;0.04;0.02;0.2;0.53;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.000003
""[A-Z0-9]{3}_[ -~]{1,28}"""", ""[A-Z0-9]{3}_[ -~]{1,28}"", ""nginx: [emerg] invalid condition ""[A-Z0-9]"" in /etc/nginx/nginx.conf:29;../runGen8/texts/missing-hyper2/missing-20-08_46_1.txt;0.0;0.14;0.0;0.36;0.12;7.45;0.0;0.28;0.07;0.0;0.01;0.02;0.25;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;11.00001
""[\d\-\s]{10,25}"" to match your criteria"", ""\d"", ""\w;../runGen8/texts/missing-hyper2/missing-20-08_47_1.txt;0.01;0.02;0.01;1.09;0.64;1.14;0.02;0.29;0.16;0.02;0.02;0.06;0.41;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.000052
""\d{4}-\d{2}-\d{2}-\d{2}[ .]\d{2}:\d{2}.*"""", ""\d{4}-\d{2}-\d{2}-\d{2}[ .]\d{2}:\d{2}.*;../runGen8/texts/missing-hyper/missingHyper_9053_1.txt;0.02;0.01;0.04;0.63;TO;0.96;0.02;0.26;TO;TO;0.03;TO;TO;TO;0;0;0;0;TO;0;0;0;TO;TO;0;TO;TO;TO
[a-zA-Z0-9]{15}|[a-zA-Z0-9]{18};../runGen4Rest/hyper-03-08/stackoverflow-between_9528_1.txt;1.98;0.04;0.1;0.62;2.44;1.07;0.04;0.26;0.86;0.11;1.88;0.81;0.8;1.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.75
[a-zA-Z0-9]{4,12}"", ""<input type=""text"" pattern=""\d{4}([- ]*)\d{6,7} | [a-zA-Z0-9]{4,12}"" class=""form-control"" ng-model=""formData.username"" required placeholder=""username"">"", ""\d{4}([- ]*)\d{6,7};../runGen4Rest/hyper-03-08/stackoverflow-between_9529_1.txt;0.01;0.04;0.04;0.7;4.6;2.1;0.02;0.26;1.43;0.2;1.64;0.89;2.29;1.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z0-9]{6,50};../runGen4Rest/hyper-03-08/stackoverflow-between_9530_1.txt;0.01;0.22;0.0;0.28;0.12;0.38;0.0;0.22;0.07;0.01;0.02;0.03;0.22;0.51;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z0-9]{64};../runGen4Rest/hyper-03-08/stackoverflow-between_9531_1.txt;0.0;0.18;0.01;0.3;0.11;0.4;0.0;0.23;0.08;0.02;0.01;0.03;0.25;0.5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z0-9]{6}_[a-f0-9]{32}_[a-f0-9]{32}_[0-9]+_[0-9]+_[0-9]+;../runGen4Rest/hyper-03-08/stackoverflow-between_9532_1.txt;0.02;0.09;0.0;0.31;0.12;0.41;0.0;0.24;0.06;0.01;0.02;0.04;0.22;0.5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.30005
[a-zA-Z0-9_.@]{6,100}$;../runGen4Rest/hyper-03-08/stackoverflow-between_9533_1.txt;TO;0.01;0.03;0.48;57.7;1.0;0.0;0.26;21.79;4.74;0.01;14.85;19.35;0.62;TO;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z0-9_\-.]{2,64}@[a-zA-Z0-9\-]{2,64}\.[a-zA-Z0-9\-.]{2,64}"", ""[a-zA-Z0-9_\-.]+@[a-zA-Z0-9\-]+\.[a-zA-Z0-9\-.]+;../runGen4Rest/hyper-03-08/stackoverflow-between_9534_1.txt;ERR;0.1;0.0;0.3;0.13;0.38;0.0;0.22;0.06;0.0;0.02;0.03;0.24;0.5;ERR;1;1;1;1;1;1;0;1;1;1;1;1;1;10.300003
[a-zA-Z0-9_]"", ""XXX000(\w{0,60});../runGen4Rest/hyper-03-08/stackoverflow-between_9535_1.txt;0.02;0.21;0.0;0.85;0.13;0.82;0.03;0.28;0.06;0.0;0.02;0.03;0.24;0.65;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.30001
[a-zA-Z0-9_]"", ""[A-Fa-f0-9]"", ""\w{4}"", ""[a-zA-Z]{4}-[a-zA-Z]{4}"", ""\w{4}\-\w{4}"", ""[A-Za-z0-9]{4}\-[A-Za-z0-9]{4};../runGen4Rest/hyper-03-08/stackoverflow-between_9536_1.txt;1.43;0.09;0.04;1.14;2.58;0.87;0.04;0.28;0.23;0.02;0.26;0.37;0.99;0.72;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10.5
[a-zA-Z0-9_]"", ""\w"", ""\w{36,}"", """"access_token"": ""(\w+)"";../runGen4Rest/hyper-03-08/stackoverflow-between_9537_1.txt;0.01;0.14;0.0;0.98;0.13;0.82;0.02;0.24;0.07;0.01;0.02;0.04;0.23;0.65;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.300028
[a-zA-Z0-9_]{1,20}"", ""[a-zA-Z0-9_.]{1,20};../runGen4Rest/hyper-03-08/stackoverflow-between_9538_1.txt;0.0;0.27;0.01;0.33;0.11;0.39;0.0;0.29;0.08;0.02;0.02;0.04;0.24;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z0-9_]{6,255}$;../runGen4Rest/hyper-03-08/stackoverflow-between_9539_1.txt;TO;0.02;0.04;0.51;TO;1.03;0.0;0.28;64.56;11.76;0.02;41.26;43.15;0.63;TO;1;1;1;TO;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z0-9~@#\^\$&\*\(\)-_\+=\[\]\{\}\|\,\.\?\s]{,35};../runGen4Rest/hyper-03-08/stackoverflow-between_9540_1.txt;0.0;0.01;0.03;0.59;3.18;0.47;0.0;0.28;0.07;0.01;0.02;0.05;0.07;0.66;0;0;0;0;0;0;ERR;0;1;0;0;1;;0;10.300002
[a-zA-Z\d ']{1,30};../runGen4Rest/hyper-03-08/stackoverflow-between_9541_1.txt;0.01;0.22;0.0;0.63;0.12;0.43;0.0;0.24;0.07;0.02;0.02;0.04;0.2;0.66;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z\u0022-\u0022]{3,30};../runGen4Rest/hyper-03-08/stackoverflow-between_9542_1.txt;0.0;ERR;ERR;0.3;0.13;0.42;0.0;0.26;0.07;0.02;0.02;0.03;0.21;0.58;1;ERR;ERR;1;1;1;1;ERR;1;1;1;1;1;1;10.5
[a-zA-Z]"", ""[a-zA-Z0-9]{5,14}"", ""[a-zA-Z][a-zA-Z0-9]{5,14};../runGen4Rest/hyper-03-08/stackoverflow-between_9543_1.txt;1.01;0.07;0.04;0.56;1.36;0.72;0.02;0.28;0.27;0.03;0.19;0.27;0.63;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]"", ""[a-zA-Z]\d{12}"", ""\d{12};../runGen4Rest/hyper-03-08/stackoverflow-between_9544_1.txt;0.0;0.01;0.04;0.64;1.15;0.75;0.02;0.26;0.24;0.02;0.18;0.27;0.59;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z][a-zA-Z'.\s\-]{0,50};../runGen4Rest/hyper-03-08/stackoverflow-between_9545_1.txt;0.0;0.22;0.0;0.35;0.12;0.39;0.0;0.29;0.07;0.0;0.02;0.02;0.23;0.63;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.300002
[a-zA-Z]{1,20}:\d{6};../runGen4Rest/hyper-03-08/stackoverflow-between_9546_1.txt;0.0;0.01;0.03;0.6;14.41;0.96;0.02;0.29;2.64;0.19;2.08;1.51;4.46;1.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{1}\d{8}"", ""d{8}\[a-zA-Z]{1}"", ""<input type=""text"" id=""txtID"" pattern=""[a-zA-Z]{1}\d{8}"" required/>;../runGen4Rest/hyper-03-08/stackoverflow-between_9547_1.txt;0.01;0.03;0.03;0.68;2.31;0.96;0.0;0.33;0.12;0.01;0.09;0.56;0.76;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300044
[a-zA-Z]{2,4}"", ""{0,80};../runGen4Rest/hyper-03-08/stackoverflow-between_9548_1.txt;0.01;0.02;0.02;0.52;3.13;0.79;0.02;0.26;0.09;0.06;0.01;0.58;0.94;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300002
[a-zA-Z]{2,6}"", ""[0-9a-zA-Z][0-9a-zA-Z\-]{2,62};../runGen4Rest/hyper-03-08/stackoverflow-between_9549_1.txt;0.01;0.29;0.0;0.32;0.13;0.37;0.0;0.28;0.07;0.02;0.02;0.02;0.26;0.65;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z]{2}"", ""[A-Z]{2}\d{6}"", ""[a-zA-Z]{2}\d{6}"", ""\d{6};../runGen4Rest/hyper-03-08/stackoverflow-between_9550_1.txt;0.0;0.01;0.04;0.59;1.55;0.87;0.02;0.26;0.26;0.04;0.28;0.48;0.68;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{2}[0-9]{2}[0-9a-zA-Z]{10,30}"", ""((NO)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{3}|(NO)[0-9A-Z]{13}|(BE)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}|(BE)[0-9A-Z]{14}|(DK|FO|FI|GL|NL)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{2}|(DK|FO|FI|GL|NL)[0-9A-Z]{16}|(MK|SI)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{3}|(MK|SI)[0-9A-Z]{17}|(BA|EE|KZ|LT|LU|AT)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}|(BA|EE|KZ|LT|LU|AT)[0-9A-Z]{18}|(HR|LI|LV|CH)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{1}|(HR|LI|LV|CH)[0-9A-Z]{19}|(BG|DE|IE|ME|RS|GB)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{2}|(BG|DE|IE|ME|RS|GB)[0-9A-Z]{20}|(GI|IL)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{3}|(GI|IL)[0-9A-Z]{21}|(AD|CZ|SA|RO|SK|ES|SE|TN)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}|(AD|CZ|SA|RO|SK|ES|SE|TN)[0-9A-Z]{22}|(PT)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{1}|(PT)[0-9A-Z]{23}|(IS|TR)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{2}|(IS|TR)[0-9A-Z]{24}|(FR|GR|IT|MC|SM)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{3}|(FR|GR|IT|MC|SM)[0-9A-Z]{25}|(AL|CY|HU|LB|PL)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}|(AL|CY|HU|LB|PL)[0-9A-Z]{26}|(MU)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{2}|(MU)[0-9A-Z]{28}|(MT)[0-9A-Z]{2}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{4}[ ][0-9A-Z]{3}|(MT)[0-9A-Z]{29});../runGen4Rest/hyper-03-08/stackoverflow-between_9551_1.txt;0.01;0.14;0.0;0.41;0.13;61.16;0.01;0.24;0.06;0.0;0.02;0.05;0.24;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z]{2}\s\d{4}\s[a-zA-Z]{2}"", ""|"", ""[a-zA-Z]{2}\s\d{4}\s[a-zA-Z]{2}|[a-zA-Z]\s\d{4}\s[a-zA-Z]{3}"", ""[a-zA-Z]\s\d{4}\s[a-zA-Z]{3};../runGen4Rest/hyper-03-08/stackoverflow-between_9552_1.txt;0.0;0.08;0.01;0.44;0.15;0.59;0.01;0.25;0.07;0.02;0.02;0.04;0.27;0.88;0;1;1;1;1;1;1;0;1;1;1;1;1;1;10.9375
[a-zA-Z]{3,30}"", ""a?"", ""a{1}"", ""a{1,}"", ""a+"", ""a*"", ""{3,30}"", ""a{1,3};../runGen4Rest/hyper-03-08/stackoverflow-between_9553_1.txt;0.03;0.08;0.04;0.51;26.89;0.92;0.02;0.27;3.12;0.54;4.15;2.89;5.43;2.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{3}[0-9]{6}"", ""\d"", ""[a-zA-Z]{3}[\d]{5}[a-zA-Z\d]"", ""[a-zA-Z]{3}[0-9]{5}[a-zA-Z0-9]"", ""{3}"", ""[a-zA-Z]{3}[0-9]{5}[a-zA-Z];../runGen4Rest/hyper-03-08/stackoverflow-between_9554_1.txt;0.05;0.03;0.05;0.57;1.39;0.79;0.02;0.26;0.22;0.02;0.05;0.44;0.74;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.30002
[a-zA-Z]{3}\d{8}|([a-zA-Z]{2}\d{9}|[a-zA-Z]{2}\d{8});../runGen4Rest/hyper-03-08/stackoverflow-between_9555_1.txt;0.0;0.01;0.06;0.58;7.04;1.28;0.02;0.25;0.09;0.14;3.18;1.9;1.65;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300004
[a-zA-Z]{4}"", ""\d{4}"", ""\d{4}-[a-zA-Z]{4}-\d{5};../runGen4Rest/hyper-03-08/stackoverflow-between_9556_1.txt;0.01;0.06;0.03;0.59;1.89;0.84;0.02;0.3;0.27;0.02;0.22;0.46;0.91;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{4}[0-9]{1}[a-zA-Z ]{2}[0-9 ]{7}"", ""[a-zA-Z]{4}[0-9 ]{1}[0-9 ]{7};../runGen4Rest/hyper-03-08/stackoverflow-between_9557_1.txt;0.04;0.05;0.03;0.51;2.46;0.93;0.02;0.27;0.24;0.07;0.22;0.57;0.76;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{4}[0-9]{4}"", ""[a-zA-z]{4}\d{4}"", ""+"", ""[A-Za-z]{4}"", ""[0-9]{4}"", ""\d{4};../runGen4Rest/hyper-03-08/stackoverflow-between_9558_1.txt;0.0;0.1;0.04;0.64;1.86;0.96;0.02;0.26;0.32;0.02;0.3;0.49;0.78;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-zA-Z]{5,30}\d{0,10};../runGen4Rest/hyper-03-08/stackoverflow-between_9559_1.txt;0.0;0.23;0.01;0.38;0.12;0.42;0.0;0.29;0.07;0.01;0.02;0.03;0.21;0.69;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-zA-Z_0-9]"", ""([\w\.]){4,32}"", ""."", ""\w;../runGen4Rest/hyper-03-08/stackoverflow-between_9560_1.txt;0.04;0.01;0.09;1.04;1.36;0.93;0.88;0.26;0.09;0.01;0.02;0.21;0.74;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300062
[a-zA-z]{1}[a-zA-z\-]{0,48}[a-zA-z]{1};../runGen4Rest/hyper-03-08/stackoverflow-between_9562_1.txt;0.01;0.04;0.0;0.36;0.14;0.36;0.0;0.29;0.06;0.0;0.02;0.03;0.24;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.300045
[a-z\d]+"", ""[a-z]+"", ""([a-zA-Z\d]+) ([a-zA-Z]+ [a-zA-Z]+) ([-\w.+]+@[-\w.+]+\.[a-zA-Z]{2,4}) (\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2}) (\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2}) ([a-zA-Z]+ [a-zA-Z]+) ([a-zA-Z]+ [a-zA-Z]+) ([a-zA-Z\d]+) (\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2})"", ""[a-zA-Z]+"", ""[a-zA-Z\d]+;../runGen4Rest/hyper-03-08/stackoverflow-between_9563_1.txt;0.01;0.02;0.08;1.41;3.24;1.14;0.02;0.26;0.5;0.03;0.3;0.47;0.55;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300104
[a-z\d]{40};../runGen4Rest/hyper-03-08/stackoverflow-between_9564_1.txt;0.01;0.19;0.0;0.64;0.12;0.46;0.0;0.29;0.07;0.01;0.01;0.03;0.25;0.61;0;1;1;1;1;1;1;0;1;1;1;1;1;1;10.5
[a-z\s]{1,10}"", ""{1,10}"", ""{3,10}"", ""[a-z\s]{3,10}"", ""[a-z\s];../runGen4Rest/hyper-03-08/stackoverflow-between_9565_1.txt;0.02;0.03;0.05;0.48;1.56;0.64;0.02;0.26;0.35;0.03;0.38;0.38;0.6;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.300014
[a-z]"", ""([a-z]{29}|[a-z]{3}|[a-z]{3});../runGen4Rest/hyper-03-08/stackoverflow-between_9566_1.txt;1.28;0.27;0.04;0.58;2.3;0.78;0.02;0.26;0.48;0.04;0.56;0.43;0.46;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-z]+N(\d{6}|\d{8}|\d{15});../runGen4Rest/hyper-03-08/stackoverflow-between_9567_1.txt;0.0;0.62;0.04;0.6;3.91;1.08;0.02;0.3;0.7;0.06;1.0;0.81;0.6;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5
[a-z][A-Za-z0-9_.-]{1,61}[a-z0-9]"", ""[a-z0-9]"", ""[a-z];../runGen4Rest/hyper-03-08/stackoverflow-between_9568_1.txt;0.0;0.01;ERR;0.56;84.51;0.95;36.07;0.27;0.06;3.4;0.02;15.53;24.7;5.54;0;0;ERR;0;0;0;0;0;0;0;0;0;0;0;10.318743
[a-z]{0,100}"", "".;../runGen4Rest/hyper-03-08/stackoverflow-between_9569_1.txt;0.01;0.02;0.01;0.32;0.12;0.39;0.0;0.28;0.06;0.01;0.02;0.04;0.2;0.5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;10.300056
